Row ID|Order ID|Order Date|Ship Date|Ship Mode|Customer ID|Customer Name|Segment|Country|City|State|Postal Code|Region|Product ID|Category|Sub-Category|Product Name|Sales|Quantity|Discount
6478|CA-2022-140872|04-06-2022|11-06-2022|Standard Class|NR-18550|Nick Radford|Consumer|United States|Pembroke Pines|Florida|33024|South|TEC-AC-10003832|Technology|Accessories|Logitech P710e Mobile Speakerphone|205.992|1|0.2
6483|CA-2022-140872|04-06-2022|11-06-2022|Standard Class|NR-18550|Nick Radford|Consumer|United States|Pembroke Pines|Florida|33024|South|TEC-AC-10002942|Technology|Accessories|WD My Passport Ultra 1TB Portable External Hard Drive|110.4|2|0.2
6482|CA-2022-140872|04-06-2022|11-06-2022|Standard Class|NR-18550|Nick Radford|Consumer|United States|Pembroke Pines|Florida|33024|South|FUR-BO-10002824|Furniture|Bookcases|Bush Mission Pointe Library|241.568|2|0.2
6481|CA-2022-140872|04-06-2022|11-06-2022|Standard Class|NR-18550|Nick Radford|Consumer|United States|Pembroke Pines|Florida|33024|South|OFF-AP-10002287|Office Supplies|Appliances|Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags|24.472|7|0.2
6477|CA-2022-140872|04-06-2022|11-06-2022|Standard Class|NR-18550|Nick Radford|Consumer|United States|Pembroke Pines|Florida|33024|South|OFF-AP-10003622|Office Supplies|Appliances|Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack|5.2|2|0.2
3193|CA-2022-158953|05-06-2022|09-06-2022|Standard Class|ML-18040|Michelle Lonsdale|Corporate|United States|Missouri City|Texas|77489|Central|OFF-BI-10002557|Office Supplies|Binders|Presstex Flexible Ring Binders|6.37|7|0.8
8518|CA-2022-149720|05-06-2022|08-06-2022|Second Class|EM-14065|Erin Mull|Consumer|United States|Frisco|Texas|75034|Central|FUR-FU-10002501|Furniture|Furnishings|Nu-Dell Executive Frame|30.336|6|0.6
5875|CA-2022-133095|05-06-2022|05-06-2022|Same Day|EH-14005|Erica Hernandez|Home Office|United States|Jonesboro|Arkansas|72401|South|OFF-BI-10004141|Office Supplies|Binders|Insertable Tab Indexes For Data Binders|9.54|3|0.0
2928|CA-2022-158106|05-06-2022|11-06-2022|Standard Class|CT-11995|Carol Triggs|Consumer|United States|Apple Valley|Minnesota|55124|Central|OFF-AR-10002255|Office Supplies|Art|Newell 346|8.64|3|0.0
5874|CA-2022-133095|05-06-2022|05-06-2022|Same Day|EH-14005|Erica Hernandez|Home Office|United States|Jonesboro|Arkansas|72401|South|OFF-BI-10002353|Office Supplies|Binders|GBC VeloBind Cover Sets|108.08|7|0.0
1270|CA-2022-100426|05-06-2022|09-06-2022|Standard Class|DC-12850|Dan Campbell|Consumer|United States|Florence|Alabama|35630|South|OFF-PA-10002870|Office Supplies|Paper|Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”|12.48|2|0.0
1091|CA-2022-158407|05-06-2022|11-06-2022|Standard Class|LW-16990|Lindsay Williams|Corporate|United States|Monroe|North Carolina|28110|South|TEC-PH-10001819|Technology|Phones|Innergie mMini Combo Duo USB Travel Charging Kit|71.984|2|0.2
1090|CA-2022-158407|05-06-2022|11-06-2022|Standard Class|LW-16990|Lindsay Williams|Corporate|United States|Monroe|North Carolina|28110|South|FUR-FU-10001967|Furniture|Furnishings|Telescoping Adjustable Floor Lamp|31.984|2|0.2
8514|CA-2022-141614|06-06-2022|10-06-2022|Standard Class|NS-18640|Noel Staavos|Corporate|United States|Orlando|Florida|32839|South|OFF-PA-10002787|Office Supplies|Paper|Xerox 227|20.736|4|0.2
3912|CA-2022-126788|06-06-2022|07-06-2022|First Class|AB-10105|Adrian Barton|Consumer|United States|Pearland|Texas|77581|Central|TEC-PH-10001619|Technology|Phones|LG G3|470.376|3|0.2
3855|US-2022-131849|07-06-2022|11-06-2022|Standard Class|GH-14410|Gary Hansen|Home Office|United States|San Francisco|California|94122|West|OFF-ST-10002957|Office Supplies|Storage|Sterilite Show Offs Storage Containers|26.4|5|0.0
3854|US-2022-131849|07-06-2022|11-06-2022|Standard Class|GH-14410|Gary Hansen|Home Office|United States|San Francisco|California|94122|West|FUR-FU-10004164|Furniture|Furnishings|Eldon 300 Class Desk Accessories, Black|4.95|1|0.0
7815|US-2022-109316|09-06-2022|11-06-2022|First Class|MG-17680|Maureen Gastineau|Home Office|United States|Los Angeles|California|90049|West|FUR-BO-10004834|Furniture|Bookcases|Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish|1497.666|2|0.15
667|CA-2022-132682|09-06-2022|11-06-2022|Second Class|TH-21235|Tiffany House|Corporate|United States|Dallas|Texas|75081|Central|OFF-PA-10000474|Office Supplies|Paper|Staples|85.056|3|0.2
666|CA-2022-132682|09-06-2022|11-06-2022|Second Class|TH-21235|Tiffany House|Corporate|United States|Dallas|Texas|75081|Central|OFF-SU-10004231|Office Supplies|Supplies|Acme Tagit Stainless Steel Antibacterial Scissors|23.76|3|0.2
7506|US-2022-106579|09-06-2022|14-06-2022|Standard Class|BW-11200|Ben Wallace|Consumer|United States|Skokie|Illinois|60076|Central|OFF-BI-10000309|Office Supplies|Binders|"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black"|12.176|4|0.8
262|US-2022-155299|09-06-2022|13-06-2022|Standard Class|Dl-13600|Dorris liebe|Corporate|United States|Pasadena|Texas|77506|Central|OFF-AP-10002203|Office Supplies|Appliances|Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac|1.624|2|0.8
4820|CA-2022-117436|09-06-2022|15-06-2022|Standard Class|LW-17125|Liz Willingham|Consumer|United States|Norwich|Connecticut|6360|East|OFF-BI-10004040|Office Supplies|Binders|Wilson Jones Impact Binders|10.36|2|0.0
9645|US-2022-107979|09-06-2022|14-06-2022|Standard Class|FO-14305|Frank Olsen|Consumer|United States|Glendale|Arizona|85301|West|TEC-AC-10002006|Technology|Accessories|Memorex Micro Travel Drive 16 GB|89.544|7|0.2
9646|US-2022-107979|09-06-2022|14-06-2022|Standard Class|FO-14305|Frank Olsen|Consumer|United States|Glendale|Arizona|85301|West|OFF-ST-10002485|Office Supplies|Storage|Rogers Deluxe File Chest|35.168|2|0.2
9647|US-2022-107979|09-06-2022|14-06-2022|Standard Class|FO-14305|Frank Olsen|Consumer|United States|Glendale|Arizona|85301|West|OFF-BI-10000778|Office Supplies|Binders|GBC VeloBinder Electric Binding Machine|72.588|2|0.7
7816|US-2022-109316|09-06-2022|11-06-2022|First Class|MG-17680|Maureen Gastineau|Home Office|United States|Los Angeles|California|90049|West|TEC-PH-10000307|Technology|Phones|Shocksock Galaxy S4 Armband|17.52|2|0.2
668|CA-2022-132682|09-06-2022|11-06-2022|Second Class|TH-21235|Tiffany House|Corporate|United States|Dallas|Texas|75081|Central|TEC-PH-10004042|Technology|Phones|ClearOne Communications CHAT 70 OC Speaker Phone|381.576|3|0.2
5362|CA-2022-100951|10-06-2022|11-06-2022|First Class|NC-18625|Noah Childs|Corporate|United States|Dallas|Texas|75217|Central|OFF-ST-10001496|Office Supplies|Storage|Standard Rollaway File with Lock|720.76|5|0.2
8148|US-2022-146822|10-06-2022|15-06-2022|Standard Class|AG-10675|Anna Gayman|Consumer|United States|Salem|Virginia|24153|South|OFF-PA-10000249|Office Supplies|Paper|Staples|49.12|4|0.0
670|US-2022-106663|10-06-2022|14-06-2022|Standard Class|MO-17800|Meg O'Connel|Home Office|United States|Chicago|Illinois|60653|Central|FUR-FU-10002759|Furniture|Furnishings|12-1/2 Diameter Round Wall Clock|23.976|3|0.6
672|US-2022-106663|10-06-2022|14-06-2022|Standard Class|MO-17800|Meg O'Connel|Home Office|United States|Chicago|Illinois|60653|Central|OFF-PA-20002377|Office Supplies|Paper|"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages"|36.352|8|0.2
671|US-2022-106663|10-06-2022|14-06-2022|Standard Class|MO-17800|Meg O'Connel|Home Office|United States|Chicago|Illinois|60653|Central|FUR-TA-10000688|Furniture|Tables|Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base|108.925|1|0.5
2289|CA-2022-143343|11-06-2022|14-06-2022|First Class|BW-11200|Ben Wallace|Consumer|United States|Los Angeles|California|90032|West|OFF-AR-10002375|Office Supplies|Art|Newell 351|16.4|5|0.0
7262|CA-2022-137001|11-06-2022|14-06-2022|Second Class|GZ-14545|George Zrebassa|Corporate|United States|Thousand Oaks|California|91360|West|OFF-AR-10001231|Office Supplies|Art|Sanford EarthWrite Recycled Pencils, Medium Soft, #2|14.7|7|0.0
5219|CA-2022-167080|11-06-2022|15-06-2022|Standard Class|LC-16930|Linda Cazamias|Corporate|United States|New York City|New York|10011|East|OFF-AR-10001868|Office Supplies|Art|Prang Dustless Chalk Sticks|8.4|5|0.0
644|CA-2022-106103|11-06-2022|16-06-2022|Standard Class|SC-20305|Sean Christensen|Consumer|United States|Rochester Hills|Michigan|48307|Central|TEC-AC-20003832|Technology|Accessories|Imation 16GB Mini TravelDrive USB 2.0 Flash Drive|132.52|4|0.0
4520|CA-2022-107167|11-06-2022|15-06-2022|Standard Class|ND-18460|Neil Ducich|Corporate|United States|Jacksonville|Florida|32216|South|OFF-ST-10003805|Office Supplies|Storage|24 Capacity Maxi Data Binder Racks, Pearl|1347.52|8|0.2
487|CA-2022-140963|11-06-2022|14-06-2022|First Class|MT-18070|Michelle Tran|Home Office|United States|Los Angeles|California|90045|West|TEC-PH-10001924|Technology|Phones|iHome FM Clock Radio with Lightning Dock|279.96|5|0.2
5367|CA-2022-158071|11-06-2022|16-06-2022|Standard Class|BD-11320|Bill Donatelli|Consumer|United States|Seattle|Washington|98103|West|TEC-PH-10002923|Technology|Phones|Logitech B530 USB Headset - headset - Full size, Binaural|88.776|3|0.2
5369|CA-2022-158071|11-06-2022|16-06-2022|Standard Class|BD-11320|Bill Donatelli|Consumer|United States|Seattle|Washington|98103|West|OFF-ST-20001228|Office Supplies|Storage|Personal File Boxes with Fold-Down Carry Handle|15.58|1|0.0
7310|CA-2022-112172|11-06-2022|15-06-2022|Second Class|MM-18280|Muhammed MacIntyre|Corporate|United States|New York City|New York|10024|East|OFF-FA-10004395|Office Supplies|Fasteners|Plymouth Boxed Rubber Bands by Plymouth|14.13|3|0.0
3395|US-2022-131583|11-06-2022|11-06-2022|Same Day|CL-11890|Carl Ludwig|Consumer|United States|Philadelphia|Pennsylvania|19143|East|OFF-PA-10000380|Office Supplies|Paper|"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"|40.032|6|0.2
5368|CA-2022-158071|11-06-2022|16-06-2022|Standard Class|BD-11320|Bill Donatelli|Consumer|United States|Seattle|Washington|98103|West|OFF-LA-10004689|Office Supplies|Labels|Avery 512|11.56|4|0.0
486|CA-2022-140963|11-06-2022|14-06-2022|First Class|MT-18070|Michelle Tran|Home Office|United States|Los Angeles|California|90045|West|FUR-BO-10001337|Furniture|Bookcases|O'Sullivan Living Dimensions 2-Shelf Bookcases|514.165|5|0.15
485|CA-2022-140963|11-06-2022|14-06-2022|First Class|MT-18070|Michelle Tran|Home Office|United States|Los Angeles|California|90045|West|OFF-LA-10003923|Office Supplies|Labels|Alphabetical Labels for Top Tab Filing|29.6|2|0.0
2313|US-2022-120418|12-06-2022|13-06-2022|First Class|BC-11125|Becky Castell|Home Office|United States|Peoria|Arizona|85345|West|OFF-ST-10001809|Office Supplies|Storage|Fellowes Officeware Wire Shelving|215.592|3|0.2
3448|CA-2022-102554|12-06-2022|16-06-2022|Standard Class|KN-16705|Kristina Nunn|Home Office|United States|Auburn|Alabama|36830|South|OFF-AR-10001919|Office Supplies|Art|OIC #2 Pencils, Medium Soft|3.76|2|0.0
2312|US-2022-120418|12-06-2022|13-06-2022|First Class|BC-11125|Becky Castell|Home Office|United States|Peoria|Arizona|85345|West|OFF-AR-10001955|Office Supplies|Art|Newell 319|15.872|1|0.2
2311|US-2022-120418|12-06-2022|13-06-2022|First Class|BC-11125|Becky Castell|Home Office|United States|Peoria|Arizona|85345|West|OFF-AR-10002956|Office Supplies|Art|Boston 16801 Nautilus Battery Pencil Sharpener|88.04|5|0.2
2309|US-2022-120418|12-06-2022|13-06-2022|First Class|BC-11125|Becky Castell|Home Office|United States|Peoria|Arizona|85345|West|FUR-CH-10001394|Furniture|Chairs|Global Leather Executive Chair|280.792|1|0.2
8924|CA-2022-133928|12-06-2022|18-06-2022|Standard Class|ZC-21910|Zuschuss Carroll|Consumer|United States|Hickory|North Carolina|28601|South|OFF-BI-10001525|Office Supplies|Binders|"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red"|4.572|4|0.7
8342|CA-2022-141481|12-06-2022|15-06-2022|First Class|ZD-21925|Zuschuss Donatelli|Consumer|United States|Los Angeles|California|90036|West|OFF-AP-10004532|Office Supplies|Appliances|Kensington 6 Outlet Guardian Standard Surge Protector|61.44|3|0.0
4220|CA-2022-134565|12-06-2022|14-06-2022|Second Class|TB-21400|Tom Boeckenhauer|Consumer|United States|Seattle|Washington|98103|West|OFF-PA-10004243|Office Supplies|Paper|Xerox 1939|37.94|2|0.0
4221|CA-2022-134565|12-06-2022|14-06-2022|Second Class|TB-21400|Tom Boeckenhauer|Consumer|United States|Seattle|Washington|98103|West|OFF-BI-10001759|Office Supplies|Binders|"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue"|18.288|6|0.2
4222|CA-2022-134565|12-06-2022|14-06-2022|Second Class|TB-21400|Tom Boeckenhauer|Consumer|United States|Seattle|Washington|98103|West|TEC-MA-10001570|Technology|Machines|Cisco Desktop Collaboration Experience DX650 IP Video Phone|385.8|5|0.2
4223|CA-2022-134565|12-06-2022|14-06-2022|Second Class|TB-21400|Tom Boeckenhauer|Consumer|United States|Seattle|Washington|98103|West|OFF-ST-10004804|Office Supplies|Storage|"Belkin 19"" Vented Equipment Shelf, Black"|102.96|2|0.0
4224|CA-2022-134565|12-06-2022|14-06-2022|Second Class|TB-21400|Tom Boeckenhauer|Consumer|United States|Seattle|Washington|98103|West|FUR-BO-10001519|Furniture|Bookcases|O'Sullivan 3-Shelf Heavy-Duty Bookcases|174.42|3|0.0
1569|US-2022-152002|12-06-2022|12-06-2022|Same Day|DV-13465|Dianna Vittorini|Consumer|United States|Los Angeles|California|90004|West|OFF-PA-20000357|Office Supplies|Paper|White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11|122.97|3|0.0
2310|US-2022-120418|12-06-2022|13-06-2022|First Class|BC-11125|Becky Castell|Home Office|United States|Peoria|Arizona|85345|West|OFF-ST-10002370|Office Supplies|Storage|Sortfiler Multipurpose Personal File Organizer, Black|68.448|4|0.2
2639|CA-2022-108441|13-06-2022|19-06-2022|Standard Class|SB-20170|Sarah Bern|Consumer|United States|New York City|New York|10035|East|OFF-BI-10000848|Office Supplies|Binders|Angle-D Ring Binders|13.128|3|0.2
2641|CA-2022-108441|13-06-2022|19-06-2022|Standard Class|SB-20170|Sarah Bern|Consumer|United States|New York City|New York|10035|East|FUR-CH-10000595|Furniture|Chairs|Safco Contoured Stacking Chairs|858.24|4|0.1
2640|CA-2022-108441|13-06-2022|19-06-2022|Standard Class|SB-20170|Sarah Bern|Consumer|United States|New York City|New York|10035|East|OFF-AR-10004691|Office Supplies|Art|Boston 1730 StandUp Electric Pencil Sharpener|64.14|3|0.0
2638|CA-2022-108441|13-06-2022|19-06-2022|Standard Class|SB-20170|Sarah Bern|Consumer|United States|New York City|New York|10035|East|OFF-PA-10000697|Office Supplies|Paper|TOPS Voice Message Log Book, Flash Format|19.04|4|0.0
2870|CA-2022-143861|13-06-2022|20-06-2022|Standard Class|LC-16885|Lena Creighton|Consumer|United States|Saint Petersburg|Florida|33710|South|FUR-FU-10001546|Furniture|Furnishings|Dana Swing-Arm Lamps|17.088|2|0.2
1456|CA-2022-148474|13-06-2022|20-06-2022|Standard Class|ME-17320|Maria Etezadi|Home Office|United States|Columbus|Georgia|31907|South|OFF-BI-10000977|Office Supplies|Binders|Ibico Plastic Spiral Binding Combs|91.2|3|0.0
9175|CA-2022-119424|13-06-2022|15-06-2022|Second Class|SB-20185|Sarah Brown|Consumer|United States|Kent|Washington|98031|West|TEC-PH-10002564|Technology|Phones|OtterBox Defender Series Case - Samsung Galaxy S4|71.976|3|0.2
9176|CA-2022-119424|13-06-2022|15-06-2022|Second Class|SB-20185|Sarah Brown|Consumer|United States|Kent|Washington|98031|West|OFF-PA-10001639|Office Supplies|Paper|Xerox 203|19.44|3|0.0
5497|CA-2022-117821|13-06-2022|17-06-2022|Standard Class|HG-15025|Hunter Glantz|Consumer|United States|Marion|Ohio|43302|East|TEC-AC-10004469|Technology|Accessories|Microsoft Sculpt Comfort Mouse|63.92|2|0.2
1457|CA-2022-148474|13-06-2022|20-06-2022|Standard Class|ME-17320|Maria Etezadi|Home Office|United States|Columbus|Georgia|31907|South|FUR-TA-10002530|Furniture|Tables|"Iceberg OfficeWorks 42"" Round Tables"|452.94|3|0.0
9537|CA-2022-124191|13-06-2022|15-06-2022|Second Class|TS-21610|Troy Staebel|Consumer|United States|Chicago|Illinois|60610|Central|FUR-FU-10002364|Furniture|Furnishings|Eldon Expressions Wood Desk Accessories, Oak|8.856|3|0.6
1446|CA-2022-102337|14-06-2022|17-06-2022|First Class|SD-20485|Shirley Daniels|Home Office|United States|Chicago|Illinois|60653|Central|OFF-ST-10004804|Office Supplies|Storage|"Belkin 19"" Vented Equipment Shelf, Black"|164.736|4|0.2
1447|CA-2022-102337|14-06-2022|17-06-2022|First Class|SD-20485|Shirley Daniels|Home Office|United States|Chicago|Illinois|60653|Central|FUR-CH-10004289|Furniture|Chairs|Global Super Steno Chair|470.302|7|0.3
1448|CA-2022-102337|14-06-2022|17-06-2022|First Class|SD-20485|Shirley Daniels|Home Office|United States|Chicago|Illinois|60653|Central|TEC-PH-10002564|Technology|Phones|OtterBox Defender Series Case - Samsung Galaxy S4|47.984|2|0.2
7265|CA-2022-122056|14-06-2022|18-06-2022|Standard Class|PG-18895|Paul Gonzalez|Consumer|United States|Springfield|Virginia|22153|South|OFF-AR-10004260|Office Supplies|Art|Boston 1799 Powerhouse Electric Pencil Sharpener|181.86|7|0.0
7731|CA-2022-104850|14-06-2022|20-06-2022|Standard Class|TW-21025|Tamara Willingham|Home Office|United States|Seattle|Washington|98103|West|FUR-CH-10003774|Furniture|Chairs|Global Wood Trimmed Manager's Task Chair, Khaki|291.136|4|0.2
8789|CA-2022-126914|16-06-2022|20-06-2022|Standard Class|JE-15715|Joe Elijah|Consumer|United States|Monroe|North Carolina|28110|South|FUR-CH-10000847|Furniture|Chairs|Global Executive Mid-Back Manager's Chair|698.352|3|0.2
673|CA-2022-111178|16-06-2022|23-06-2022|Standard Class|TD-20995|Tamara Dahlen|Consumer|United States|Quincy|Illinois|62301|Central|OFF-AR-10001954|Office Supplies|Art|Newell 331|19.56|5|0.2
8700|CA-2022-119284|16-06-2022|21-06-2022|Standard Class|TS-21205|Thomas Seio|Corporate|United States|Nashville|Tennessee|37211|South|TEC-PH-10000560|Technology|Phones|Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)|2239.936|8|0.2
8701|CA-2022-119284|16-06-2022|21-06-2022|Standard Class|TS-21205|Thomas Seio|Corporate|United States|Nashville|Tennessee|37211|South|OFF-AP-10004249|Office Supplies|Appliances|Staples|76.608|8|0.2
2873|CA-2022-135167|16-06-2022|21-06-2022|Standard Class|SC-20800|Stuart Calhoun|Consumer|United States|Los Angeles|California|90036|West|OFF-AR-10002399|Office Supplies|Art|Dixon Prang Watercolor Pencils, 10-Color Set with Brush|4.26|1|0.0
8697|CA-2022-119284|16-06-2022|21-06-2022|Standard Class|TS-21205|Thomas Seio|Corporate|United States|Nashville|Tennessee|37211|South|TEC-PH-10001051|Technology|Phones|HTC One|239.976|3|0.2
8698|CA-2022-119284|16-06-2022|21-06-2022|Standard Class|TS-21205|Thomas Seio|Corporate|United States|Nashville|Tennessee|37211|South|FUR-FU-10004351|Furniture|Furnishings|Staples|31.168|4|0.2
8699|CA-2022-119284|16-06-2022|21-06-2022|Standard Class|TS-21205|Thomas Seio|Corporate|United States|Nashville|Tennessee|37211|South|FUR-TA-10004152|Furniture|Tables|"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf"|120.96|2|0.4
